Agent Name,Agent Address,Agent City,FY 20 Net Sales
SAUGUS TOWN FOOD MART,480 LINCOLN AVE,SAUGUS,"$3,359,112.25"
SAUGUS CENTRAL CONVENIENCE,307 CENTRAL ST,SAUGUS,"$3,539,910.25"
HARBORSIDE WINE,109 FRONT ST,SCITUATE,"$25,441.50"
SCITUATE PACKAGE STORE,184 FRONT STREET,SCITUATE,"$80,733.75"
MARYLOU'S NEWS,772 COUNTRY WAY,SCITUATE,"$101,143.00"
SATUIT TAVERN,39 JERICHO RD,SCITUATE,"$144,122.00"
THE VILLAGE MARKET,71 FRONT ST,SCITUATE,"$201,150.50"
SAND HILLS GENERAL STORE,160 TURNER RD,SCITUATE,"$204,030.50"
SAND HILLS GENERAL STORE,160 TURNER RD,SCITUATE,"$389,180.75"
T K O'MALLEYS,194 FRONT ST,SCITUATE,"$505,499.00"
RONNIE SHONE GENERAL,363 COUNTRY WAY,SCITUATE,"$831,375.25"
REYNOLDS PACKAGE STORE,42 COUNTRY WAY,SCITUATE,"$848,726.75"
7-ELEVEN 37474,337 GANNETT RD,SCITUATE,"$948,345.25"
DADS PLACE,222 HATHERLY RD,SCITUATE,"$1,164,231.00"
HENNESSY NEWS,5 BROOK ST,SCITUATE,"$3,899,857.25"
BUFFALO  WILD WINGS,120 HIGHLAND AVE,SEEKONK,"$7,038.00"
SEEKONK MART,21 BROOK ST   6,SEEKONK,"$11,414.75"
SEEKONK SMOKE,635 FALL RIVER AVE,SEEKONK,"$27,439.75"
BJ'S WHOLESALE #216,175 HIGHLAND AVE,SEEKONK,"$225,191.00"
HIGHWAY MOBIL SERVICE,400 TAUNTON AVE,SEEKONK,"$243,421.50"
REGENCY LIQUORS,301 TAUNTON AVE,SEEKONK,"$264,078.75"
CHRIS GASBARRO'S FINE WINE,98 HIGHLAND AVE,SEEKONK,"$378,830.75"
LANDRY LIQUORS,134 CENTRAL AVE,SEEKONK,"$392,979.75"
WINNS LIQUORS,21 BROOK STREET #3,SEEKONK,"$490,367.50"
QUALITY GAS & MART,430 TAUNTON AVE,SEEKONK,"$658,594.00"
STOP & SHOP #2404,1475 NEWMAN AVE,SEEKONK,"$707,832.00"
SPEEDWAY #2428,1 PROGRESS ST,SEEKONK,"$740,701.25"
SPEEDWAY #2420,1502 NEWMAN AVE,SEEKONK,"$920,648.00"
CUMBERLAND #0199,1455 FALL RIVER AVE,SEEKONK,"$1,040,380.50"
STOP & SHOP #073,125 HIGHLAND AVENUE,SEEKONK,"$1,048,935.75"
ROCHELLES CONVENIENCE MART,2 OLNEY ST,SEEKONK,"$1,624,817.75"
SEEKONK MOBIL,960 FALL RIVER AVE,SEEKONK,"$1,778,769.00"
STATELINE SMOKESHOP,155 FALL RIVER AVENUE,SEEKONK,"$1,876,484.75"
QUICK STOP MINI MART,70 MINK ST,SEEKONK,"$1,984,191.00"
GABRIELS EXXON,625 FALL RIVER AVE,SEEKONK,"$2,013,858.00"
SAM'S FOOD STORE,1035 NEWMAN AVE,SEEKONK,"$2,134,150.75"
OAK HILL MINI MART,545 CENTRAL AVENUE,SEEKONK,"$2,271,302.25"
CROSSROADS AUTO CENTER,822 FALL RIVER AVE,SEEKONK,"$2,287,541.25"
SMART STOP,417 TAUNTON AVE,SEEKONK,"$3,543,451.75"
SHARON MARKET,17 POST OFFICE SQ,SHARON,"$9,662.25"
SHARON MARKET,17 POST OFFICE SQ,SHARON,"$73,777.00"
LIQUOR WORLD,270 SOUTH MAIN STREET,SHARON,"$79,058.50"
SHAWS 418,750 SO MAIN ST,SHARON,"$415,612.25"
BP MART,68 POND ST,SHARON,"$894,487.75"
CUMBERLAND #0226,433 SOUTH MAIN ST,SHARON,"$930,417.25"
SILK'S VARIETY,107 MAIN ST,SHEFFIELD,"$593,567.50"
DAVENPORTS SERVICE STATION,269 MOHAWK TRAIL,SHELBURNE,"$311,059.50"
GOOD SPIRITS LIQUOR SHOPPE,6 WATER ST,SHELBURNE FALLS,"$194,439.75"
HAPPY TRAILS WINE & LIQUOR,1155 MOHAWK TRAIL,SHELBURNE FALLS,"$248,801.25"
KEYSTONE MARKET,44 BRIDGE ST,SHELBURNE FALLS,"$726,028.75"
SHELBURNE FALLS NEIGHBORS,119 STATE ST,SHELBURNE FALLS,"$1,755,557.00"
PJ MART,1063 WEST STREET,SHELDONVILLE,"$909,225.25"
SHERBORN MARKET,21 S MAIN ST,SHERBORN,"$220,400.75"
GEORGE J MORIN PST #183,8 CHURCH ST,SHIRLEY,"$3,282.00"
BROOKSIDE GRILL,7 MAIN STREET,SHIRLEY,"$167,139.00"
PICCOLINO'S,4 MILL ST,SHIRLEY,"$342,564.25"
SHIRLEY PACKAGE STORE,217 GREAT  ROAD,SHIRLEY,"$635,950.50"
ROUXS MARKET,21 FRONT ST,SHIRLEY,"$826,786.25"
M & M CONVENIENCE,1 FRONT ST,SHIRLEY,"$1,233,769.25"
NET VARIETY & LIQUORS,5 FRONT ST,SHIRLEY,"$1,439,381.00"
NICK'S GOLDEN PIZZA AND MORE,271 GRAFTON STREET,SHREWSBURY,"$22,214.00"
J & M MARKET,117 CLINTON STREET,SHREWSBURY,"$31,082.00"
NAPOLI ITALIAN DELI,79 S QUINSGAMOND AVE,SHREWSBURY,"$88,482.75"
BUFFALO  WILD WINGS,476 BOSTON TURNPIKE,SHREWSBURY,"$92,854.00"
SPERRY'S SUPER LIQUORS,299 HARTFORD TURNPIKE,SHREWSBURY,"$120,143.25"
AUSTIN LIQUORS,20 BOSTON TURNPIKE RD,SHREWSBURY,"$167,843.75"
G WILLICKERS,896 HARTFORD TPK,SHREWSBURY,"$355,568.00"
EDGEMERE WINE & SPRITS,10 HARTFORD TRNPK,SHREWSBURY,"$384,398.75"
CHUMLEE'S,50 BOSTON TURNPIKE,SHREWSBURY,"$386,196.75"
FLYNN'S TRUCK PLAZA,307 HARTFORD TPKE,SHREWSBURY,"$429,818.00"
PRICE CHOPPER #229,731 BOSTON TURNPIKE,SHREWSBURY,"$503,644.25"
NOURIA #4022,29 MAPLE AVE,SHREWSBURY,"$584,956.00"
SHREWSBURY SUNOCO,524 BOSTON TRNPK,SHREWSBURY,"$698,382.25"
STOP & SHOP #091,539 BOSTON TRNPIKE,SHREWSBURY,"$708,952.50"
SHAWS 2470,50 BOSTON TURNPK RD,SHREWSBURY,"$713,948.25"
LAKESIDE BAR & GRILLE,97 BOSTON TRNPK,SHREWSBURY,"$948,492.50"
HALF MOON TAVERN,1 PINELAND AVENUE,SHREWSBURY,"$1,048,602.75"
SHREWSBURY GAS & MARKET,22 MAPLE AVE,SHREWSBURY,"$1,117,442.00"
COLBEA #81,604 HARTFORD TURNPIKE,SHREWSBURY,"$1,205,193.00"
NOURIA #4021,271 BOSTON TPKE,SHREWSBURY,"$1,233,988.75"
7-ELEVEN 34425-A,38 MAPLE AVENUE,SHREWSBURY,"$1,539,627.50"
STAR LIQUOR,507 BOSTON TURNPIKE,SHREWSBURY,"$1,568,575.00"
TURNPIKE LIQUORS,166 BOSTON RD,SHREWSBURY,"$1,843,655.50"
EDGEMERE MINI MART,1-9 PINELAND AVE,SHREWSBURY,"$2,371,708.50"
HONEY FARMS 3817,98 BOSTON TURNPIKE,SHREWSBURY,"$2,912,675.00"
TOWN & COUNTRY PACKAGE STORE,1071 COUNTY ST,SOMERSET,"$19,456.00"
ROGERS FAMILY RESTAURANT,1229 WILBUR AVE,SOMERSET,"$45,599.50"
SOMERSET COUNTRY WINE & SPIRITS,927 COUNTY ST,SOMERSET,"$51,935.25"
COUNTRY FARM,994 COUNTY STREET,SOMERSET,"$123,016.00"
SO SOMERSET PROGRESSIVE CLUB,139 SEAVER AVENUE,SOMERSET,"$151,233.00"
AUCLAIRS MARKET,145 COUNTY STREET,SOMERSET,"$163,494.50"
INDIAN SPRINGS LIQUORS,3055 COUNTY ST,SOMERSET,"$178,227.00"
AGORO'S PIZZA BAR & GRILL,2756 COUNTY STREET,SOMERSET,"$181,897.00"
GRID SOMERSET,150 SLADES FERRY AVE,SOMERSET,"$184,739.00"
WILBUR LIQUORS,1905 WILBUR AVE,SOMERSET,"$230,029.00"
JILLIAN'S SPORTS PUB,1876 WILBUR AVENUE,SOMERSET,"$268,536.00"
WILBUR AVE SHELL,1833 WILBUR AVE,SOMERSET,"$293,385.75"
MAGONI'S RESTAURANT,681 RIVERSIDE AVE,SOMERSET,"$305,280.50"
SPEEDWAY #2482,516 COUNTY ST,SOMERSET,"$441,737.00"
LIL  AUDREY'S,1159 READ ST,SOMERSET,"$461,294.75"
SOMERSET LIQUORS,1011 GAR HIGHWAY,SOMERSET,"$603,398.75"
SOMERSET SUNOCO,525 COUNTY STREET,SOMERSET,"$775,961.75"
STOP & SHOP #421,815 G A R HWY,SOMERSET,"$1,070,288.00"
CUMBERLAND #6732,992 GRAND ARMY HWY,SOMERSET,"$1,273,526.25"
RED'S SOMERSET,505 GAR HIGHWAY,SOMERSET,"$1,442,477.50"
7 DAYS FOOD MART,1220 WILBUR AVENUE,SOMERSET,"$1,506,452.50"
SOMERSET COUNTRY STORE,1804 COUNTY ST,SOMERSET,"$1,854,341.75"
OLD VILLAGE CONVENIECE,2756 COUNTY ST,SOMERSET,"$2,072,497.75"
CORREIA  & SONS MARKET,500 READ ST,SOMERSET,"$2,234,814.50"
LITTLE INDIA,438 SOMERVILLE AVE,SOMERVILLE,$58.00
SOMERVILLE CITY CLUB,20 INNERBELT RD,SOMERVILLE,"$2,577.00"
CHINA DELIGHT RESTAURANT & BAR,518-524 SOMERVILLE AVENUE,SOMERVILLE,"$5,593.00"
SLIGO PUB,237A ELM ST,SOMERVILLE,"$6,201.00"
BALL SQUARE LIQUORS,716 BROADWAY,SOMERVILLE,"$13,038.00"
DANTE CLUB,5 DANTE TERR,SOMERVILLE,"$21,306.50"
LA CENTRO AMERICANA MARKET,167 WASHINGTON ST,SOMERVILLE,"$29,371.50"
TOP SHELF AT ASSEMBLY,512 ASSEMBLY ROAD,SOMERVILLE,"$45,718.25"
P & K DELI,244 BEACON ST,SOMERVILLE,"$51,722.75"
FASIKA,147 BROADWAY,SOMERVILLE,"$59,167.50"
THE DARK HORSE PUB,499 BROADWAY,SOMERVILLE,"$68,568.50"
TRUM FIELD SUNOCO,541 BROADWAY,SOMERVILLE,"$70,184.50"
TRUE LOVE CARRIBEAN,402 MYSTIC AVE,SOMERVILLE,"$71,354.25"
ALL CHECKS CASHED,12 UNION SQ,SOMERVILLE,"$72,856.25"
UNION MARKET,29 A UNION SQ,SOMERVILLE,"$103,885.00"
VFW POST #529,351 SUMMER ST,SOMERVILLE,"$104,058.00"
BILL'S FOOD SHOP,53 CONWELL AVE,SOMERVILLE,"$107,726.00"
SEVEN HILLS WINE & SPIRITS,288 BEACON ST,SOMERVILLE,"$123,144.00"
WOODWAY DARTS/SUPPLIES,1198 BROADWAY,SOMERVILLE,"$128,337.25"
SAV-MOR LIQUORS,15 MCGRATH HIGHWAY,SOMERVILLE,"$129,232.25"
VINNIES AT NIGHT,76 BROADWAY,SOMERVILLE,"$151,650.25"
CROWLEY'S LIQUOR,152A BOSTON AVE,SOMERVILLE,"$152,105.50"
LIQUOR ZONE,163 WASHINGTON  STREET,SOMERVILLE,"$163,036.75"
K-2 BEER AND WINE,500 MEDFORD ST,SOMERVILLE,"$168,166.75"
CONTAN DISCOUNT LIQUORS,115 ALEWIFE BROOK PARKWAY,SOMERVILLE,"$172,216.25"
WOODY'S LIQUORS,523 BROADWAY,SOMERVILLE,"$244,411.50"
SULLIVAN SQ LIQUORS,88 BROADWAY,SOMERVILLE,"$250,995.00"
SATHI CONVENIENCE STORE,153 HIGHLAND AVENUE,SOMERVILLE,"$273,621.50"
SOMERVILLE WINE & SPIRITS,235A HIGHLAND AVE,SOMERVILLE,"$333,191.25"
MIKES BAR,97 WASHINGTON ST,SOMERVILLE,"$333,316.25"
L P MARKET,96 HIGHLAND AVENUE,SOMERVILLE,"$345,255.50"
BOSTONIAN CONVENIENCE,420 MEDFORD ST,SOMERVILLE,"$376,145.00"
J J FOOD,157 WASHINGTON ST,SOMERVILLE,"$402,000.75"
MID NITE CONVENIENT,15 UNION SQUARE,SOMERVILLE,"$437,135.75"
STOP & SHOP #2411,105 ALEWIFE BROOK PK,SOMERVILLE,"$457,371.25"
MARKET BASKET #28,400 SOMERVILLE AVE,SOMERVILLE,"$494,093.75"
STAR MKT 2575,275 BEACON STREET,SOMERVILLE,"$501,997.25"
5 CORNERS MARKET,850 BROADWAY,SOMERVILLE,"$504,942.50"
TUFTS MARKET,734 BROADWAY,SOMERVILLE,"$525,429.00"
WINTER HILL LIQUOR MART,313 BROADWAY,SOMERVILLE,"$558,503.00"
BAIROS LIQUOR,78 BROADWAY,SOMERVILLE,"$564,264.75"
FRIENDLY MARKET,71 SPRINGFIELD ST,SOMERVILLE,"$578,606.75"
L A MARKET,1305 BROADWAY,SOMERVILLE,"$608,493.75"
LUCKY CORNER,210 WASHINGTON ST,SOMERVILLE,"$633,338.50"
BROADWAY SUNOCO,258 BROADWAY,SOMERVILLE,"$727,504.25"
THE PUB,682 BROADWAY,SOMERVILLE,"$742,881.50"
TEELE SQUARE MARKET,1122 BROADWAY,SOMERVILLE,"$750,794.25"
7-ELEVEN 32473-A,582 BROADWAY,SOMERVILLE,"$815,872.75"
M & M CONVENIENCE,4 MAIN STREET,SOMERVILLE,"$857,011.00"
CASEY'S,171 BROADWAY,SOMERVILLE,"$877,170.50"
MT VERNON REST/PUB,14 BROADWAY,SOMERVILLE,"$924,237.00"
STAR MKT 3580,14 MCGRATH HIGHWAY,SOMERVILLE,"$948,376.50"
GET-N-GO,152 HIGHLAND AVENUE,SOMERVILLE,"$961,933.75"
CENTRAL CONVENIENCE,472 MYSTIC AVE,SOMERVILLE,"$1,011,699.25"
MOBIL MART PLUS,379 ALEWIFE BROOK PK,SOMERVILLE,"$1,042,378.00"
ROBBINS CIGARS,7 DAVIS SQUARE,SOMERVILLE,"$1,047,309.75"
7-ELEVEN 37345,4 COLLEGE AVE,SOMERVILLE,"$1,057,307.50"
T & C CONVENIENCE,497 SOMERVILLE AVE,SOMERVILLE,"$1,079,868.25"
PK'S CONVENIENCE,99 HOLLAND ST,SOMERVILLE,"$1,095,512.25"
NEIGHBORHOOD GROCERY,1165 BROADWAY,SOMERVILLE,"$1,160,583.50"
SPEEDWAY #2513,709 MCGRATH HWY,SOMERVILLE,"$1,198,188.50"
CUMBERLAND #3531,709 SOMERVILLE AVE,SOMERVILLE,"$1,234,753.50"
K-2 MARKET,516C MEDFORD STREET,SOMERVILLE,"$1,291,070.75"
PEARL STREET MARKET,213 PEARL STREET,SOMERVILLE,"$1,306,888.50"
STOP & SHOP #498,779 MCGRATH HWY,SOMERVILLE,"$1,403,353.00"
STOP N SAVE,360 MEDFORD STREET,SOMERVILLE,"$1,468,334.75"
A-ROW EXPRESS,495 REVOLUTION DRIVE,SOMERVILLE,"$1,472,957.75"
Y-NOT VARIETY,138 WILLOW AVE,SOMERVILLE,"$1,592,921.25"
AGGIES PLACE,69 PEARL ST,SOMERVILLE,"$1,996,894.00"
UNION SQUARE SMOKE SHOP,54A UNION SQUARE,SOMERVILLE,"$2,625,774.75"
WINTER HILL MARKET,269 BROADWAY,SOMERVILLE,"$2,842,442.50"
MINUTE MARKET,141 BROADWAY,SOMERVILLE,"$3,054,055.25"
350 FOOD MART,350 BROADWAY,SOMERVILLE,"$3,980,307.50"
CANAL BOWLING LANES,74 COLLEGE HWY,SOUTHAMPTON,$87.00
CAMP JAHN ASSOCIATION,24 CAMP JAHN RD,SOUTHAMPTON,"$229,995.00"
SOUTHAMPTON BEER/WINE,136 COLLEGE HIGHWAY,SOUTHAMPTON,"$240,818.75"
SMITTY'S PACKAGE STORE,16 COLLEGE HWY,SOUTHAMPTON,"$264,773.75"
COUNTY LIQUORS,272 COUNTY RD,SOUTHAMPTON,"$316,168.00"
PAISANO PIZZA,136 COLLEGE HWY,SOUTHAMPTON,"$485,653.00"
BIG Y #11,COLLEGE HWY RT 10,SOUTHAMPTON,"$664,504.25"
CUMBERLAND #0198,130 COLLEGE HIGHWAY,SOUTHAMPTON,"$1,149,623.75"
STOP N SAVE,247 COLLEGE HWY,SOUTHAMPTON,"$1,333,195.75"
BILL'S LIQUORS,7 TURNPIKE RD,SOUTHBORO,"$105,986.25"
TURNPIKE FOOD & LIQUOR,65 TURNPIKE RD,SOUTHBORO,"$218,323.75"
OWEN O'LEARY'S REST & PUB,50 TURNPIKE RD,SOUTHBORO,"$237,675.00"
NEW ROSE GARDEN,1 SOUTHVILLE RD,SOUTHBORO,"$336,305.00"
SOUTHBOROUGH TURNPIKE GULF,344 TURNPIKE RD,SOUTHBORO,"$345,735.75"
MAUROS MARKET,4 MAIN STREET,SOUTHBORO,"$500,953.50"
CUMBERLAND #6725,365 TURNPIKE RD,SOUTHBORO,"$597,953.25"
FITZGERALD'S GENERAL STORE,110 SOUTHVILLE RD,SOUTHBORO,"$1,008,569.50"
STONY BROOK MARKET,162 CORDAVILLE ROAD,SOUTHBORO,"$1,063,624.75"
MAQUI'S BAR & GRILL,61 CHESTNUT ST,SOUTHBRIDGE,"$1,838.50"
PILSUDSKI POLISH AMERICAN CLUB,18 BALLARD COURT 1,SOUTHBRIDGE,"$4,081.00"
INTERNATIONAL CLUB,219 EVERETT STREET,SOUTHBRIDGE,"$12,173.00"
COLONIAL SPIRITS,543 MAIN STREET,SOUTHBRIDGE,"$134,061.50"
7 STAR LIQUORS,543 MAIN STREET,SOUTHBRIDGE,"$139,530.50"
FRATERNAL ORDER OF EAGLES,59 MILL ST,SOUTHBRIDGE,"$162,870.00"
LOS VECINOS ECONOMART,101 CENTRAL STREET,SOUTHBRIDGE,"$190,639.00"
STOP N SAVE FOOD & GAS,179 ELM ST,SOUTHBRIDGE,"$210,440.50"
BIG DISCOUNT LIQUORS,425 E MAIN ST,SOUTHBRIDGE,"$226,425.00"
BIG BUNNY MARKET,942 MAIN ST,SOUTHBRIDGE,"$239,793.00"
GOLDEN GREEK REST,6 SANDERSDALE RD,SOUTHBRIDGE,"$254,711.50"
GULF EXPRESS,491 E MAIN ST,SOUTHBRIDGE,"$424,266.00"
SOUTHBRIDGE GAS & MARKET,795 MAIN STREET,SOUTHBRIDGE,"$541,775.50"
HOSPITAL SPA,151 SOUTH STREET,SOUTHBRIDGE,"$585,502.25"
JIM'S LIQUORS,916 MAIN ST,SOUTHBRIDGE,"$602,962.50"
BIG Y #24,495 E MAIN ST,SOUTHBRIDGE,"$671,021.75"
PLAZA LIQUORS,200 MECHANIC STREET,SOUTHBRIDGE,"$689,610.00"
CUMBERLAND #6751,357 MAIN ST,SOUTHBRIDGE,"$692,035.00"
COUNTRY FARM,53 HAMILTON ST,SOUTHBRIDGE,"$746,065.50"
EZ MART FOODS OF MA,116 WORCESTER STREET,SOUTHBRIDGE,"$849,235.50"
PETROMAX,904 MAIN STREET,SOUTHBRIDGE,"$1,016,832.75"
DAOU'S CONVENIENCE,716 WORCESTER STREET,SOUTHBRIDGE,"$1,091,073.75"
SOUTHBRIDGE XTRA MART,465 EAST MAIN STREET,SOUTHBRIDGE,"$1,138,845.50"
THOMAS VARIETY,54 E MAIN ST,SOUTHBRIDGE,"$1,498,958.00"
QUICK CORNER,67 CENTRAL ST,SOUTHBRIDGE,"$1,668,013.00"
A1 MART,179 ELM ST,SOUTHBRIDGE,"$1,802,954.25"
MINI MART,39 MAIN ST,SOUTHBRIDGE,"$2,518,836.00"
AMERICAN LEGION POST 338,46 POWDER MILL RD,SOUTHWICK,"$39,675.50"
STATE LINE STATION,4 COLLEGE HIGHWAY,SOUTHWICK,"$164,259.00"
SOUTHWICK PACKAGE,466 COLLEGE HWY,SOUTHWICK,"$186,777.25"
SUNNY'S CONVENIENCE,801 COLLEGE HWY,SOUTHWICK,"$263,775.75"
RAIL TRAIL ALE HOUSE,25 POINT GROVE RD,SOUTHWICK,"$320,750.00"
OAK N' KEG,20 POINT GROVE,SOUTHWICK,"$535,113.50"
BIG Y #08,195 COLLEGE HWY,SOUTHWICK,"$595,040.00"
NOTCH TRAVEL CENTER,326 COLLEGE HWY,SOUTHWICK,"$960,227.25"
SCIBELLI'S MOBIL,600 COLLEGE HWY,SOUTHWICK,"$1,052,603.75"
PRIDE STATION & STORE,198 COLLEGE HIGHWAY,SOUTHWICK,"$1,285,276.50"
LUCKY STOP,587 COLLEGE HIGHWAY,SOUTHWICK,"$1,288,769.50"
MILLIE'S COUNTRY STORE,208 COLLEGE HIGHWAY,SOUTHWICK,"$2,062,654.75"
SUNNY'S CONVENIENCE,610 COLLEGE HWY,SOUTHWICK,"$2,727,653.00"
GRANVILLE'S PUB,40 CHESTNUT ST,SPENCER,"$21,901.00"
COUNTRY SPIRITS,10 W MAIN ST,SPENCER,"$254,176.00"
PRICE CHOPPER #150,133 MAIN STREET,SPENCER,"$401,085.75"
CHARLIE'S DINER,5 MEADOW ROAD,SPENCER,"$434,504.00"
BLACK & WHITE GRILLE,206 N SPENCER RD,SPENCER,"$560,405.00"
SPEEDWAY #2483,65 W MAIN ST,SPENCER,"$664,410.00"
THE LIQUOR BARN,133 MAIN ST,SPENCER,"$844,234.75"
BIG Y #27,62 WEST MAIN ST RT9,SPENCER,"$886,403.75"
SPENCER PACKAGE,2 CHESTNUT ST,SPENCER,"$980,959.75"
SUNOCO,73 W MAIN STREET,SPENCER,"$1,393,096.25"
X PRESS MART,94 MAIN STREET,SPENCER,"$1,570,695.00"
LANEY'S VARIETY,353 EAST MAIN STREET,SPENCER,"$3,873,593.75"
FIFTH ALARM,775 WORTHINGTON ST,SPRINGFIELD,$482.00
MATTIE'S CAFE INC,750 BOSTON RD,SPRINGFIELD,"$3,704.00"
MSLC SPRGFLD C.S.,20 FORT STREET,SPRINGFIELD,"$7,809.00"
MERCY MED CTR/GIFT SHOP,299 CAREW STREET,SPRINGFIELD,"$8,492.00"
SHERATON SPRINGFIELD,ONE MONARCH PLACE,SPRINGFIELD,"$8,561.00"
BOSTON RD SERVICE,381 BOSTON RD,SPRINGFIELD,"$13,084.75"
PINE POINT VARIETY,139 BOSTON RD,SPRINGFIELD,"$14,958.50"
INTERSTATE MART,475 SUMMER AVE,SPRINGFIELD,"$28,886.00"
C 2 Z CONVENIENCE,1212 MAIN STREET,SPRINGFIELD,"$32,853.25"
THE X ROOM,405 DWIGHT ST,SPRINGFIELD,"$41,590.00"
DOWNTOWN CONVENIENCE,160 WORTHINGTON STREET,SPRINGFIELD,"$46,033.25"
LA MEJOR BODEGA,344 ORANGE STREET,SPRINGFIELD,"$51,468.50"
NOURIA #4059,720 W COLUMBUS AVE,SPRINGFIELD,"$55,472.25"
SAM'S FOOD,266 BELMONT AVENUE,SPRINGFIELD,"$62,333.75"
COTTAGE ST LIQUORS,276 COTTAGE ST,SPRINGFIELD,"$70,527.25"
COZY CAFE,666 STATE ST,SPRINGFIELD,"$75,187.25"
GATEWAY HARDWARE,150 BOSTON RD,SPRINGFIELD,"$77,133.25"
DILLONS PACKAGE,754 MAIN ST,SPRINGFIELD,"$78,155.25"
FRANKLIN MARKET,412 FRANKLIN STREET,SPRINGFIELD,"$78,273.75"
MAPLE MART,155 MAPLE ST,SPRINGFIELD,"$84,224.50"
RACING MART,475 SAINT JAMES AVE,SPRINGFIELD,"$84,443.50"
JOHNNY MAC LIQUORS,1949 WILBRAHAM RD,SPRINGFIELD,"$92,425.75"
MARDI GRAS,91 TAYLOR ST,SPRINGFIELD,"$98,518.50"
MALLS CORNER,1655 BOSTON RD,SPRINGFIELD,"$106,953.25"
SPRINGFIELD  ELKS #61,440 TIFFANY STREET,SPRINGFIELD,"$113,731.25"
IRISH ALE HOUSE,536 WORTHINGTON STREET,SPRINGFIELD,"$116,372.00"
CHESTNUT PACKAGE STORE,492 BRIDGE STREET,SPRINGFIELD,"$139,107.00"
THE X PUB,520 SUMNER AVENUE,SPRINGFIELD,"$145,328.75"
CITY LINE CAFE,9 RIMMON AVENUE,SPRINGFIELD,"$146,204.50"
DOWNTOWN SUPERMARKET,121 SPRING STREET,SPRINGFIELD,"$147,132.75"
SIX CORNER CONVENIENCE STORE,296 HANCOCK STREET,SPRINGFIELD,"$150,620.00"
SWIFT MART,1271 PAGE BLVD,SPRINGFIELD,"$154,105.00"
MEDINA FINANCIAL,2705 MAIN ST,SPRINGFIELD,"$156,418.00"
RORY FITZGERALDS,664 PAGE BLVD,SPRINGFIELD,"$157,672.50"
SPEEDWAY #2514,80 ST JAMES BLVD,SPRINGFIELD,"$158,896.00"
SAIGON MARKET,308 BELMONT AVENUE,SPRINGFIELD,"$166,409.25"
FOREST PARK LIQUORS,594 SUMNER AVE,SPRINGFIELD,"$171,837.00"
THE SPIRIT SHOPPE,1132 ST JAMES AVENUE,SPRINGFIELD,"$172,438.75"
MCCARTHY'S TAVERN,811 COTTAGE ST,SPRINGFIELD,"$174,731.75"
FRANKLIN MARKET,412 FRANKLIN STREET,SPRINGFIELD,"$179,686.00"
HONEYLAND FARMS,389 BELMONT AVENUE,SPRINGFIELD,"$193,285.25"
CITGO GAS STATION,289 CAREW ST,SPRINGFIELD,"$201,217.50"
PLAZA PACKAGE,1245 LIBERTY ST,SPRINGFIELD,"$218,402.50"
QUICK STOP,889 CAREW ST,SPRINGFIELD,"$225,356.75"
NATHAN BILLS BAR,110 ISLAND POND RD,SPRINGFIELD,"$225,937.00"
ALLEN STREET PACKAGE,390 ALLEN ST,SPRINGFIELD,"$231,397.25"
ASIAN MARKET,19 POMONA STREET,SPRINGFIELD,"$241,406.50"
SOUTH END PACKAGE STORE,32 FT PLEASANT AVENUE,SPRINGFIELD,"$251,381.00"
WINN LIQUORS,1038 WILBRAHAM ROAD,SPRINGFIELD,"$258,268.50"
MERRILLE'S SUPERETTE,62 HIGH ST,SPRINGFIELD,"$263,587.50"
CRAZY ANDY'S LIQUORS,711 BOSTON RD,SPRINGFIELD,"$267,316.75"
O'BRIEN'S CORNER,1082 PAGE BLVD,SPRINGFIELD,"$270,712.50"
FOREST PARK POST #7352,63 VETERANS WAY,SPRINGFIELD,"$280,307.00"
WORTHINGTON DISCOUNT LIQUORS,941 WORTHINGTON ST,SPRINGFIELD,"$289,728.25"
CHRISTOPHER'S PACKAGE STORE,2803 MAIN ST,SPRINGFIELD,"$302,188.75"
PADDY'S IRISH PUB,1060 WILBRAHAM RD,SPRINGFIELD,"$317,113.00"
THE SPIRITS SHOPPE,1132 ST JAMES AVENUE,SPRINGFIELD,"$320,353.00"
NOURIA #4063,1313 BOSTON RD,SPRINGFIELD,"$322,319.25"
FRESH ACRES,1941 WILBRAHAM RD,SPRINGFIELD,"$339,616.50"
350 GRILL,350 WORTHINGTON ST,SPRINGFIELD,"$347,540.00"
FOOD ZONE INTERNATIONAL,355 BELMONT AVE,SPRINGFIELD,"$348,693.50"
TWO GUYS PIZZA,477 PAGE BOULEVARD,SPRINGFIELD,"$374,083.00"
SPRINGFIELD LIQUOR,1785 ALLEN ST,SPRINGFIELD,"$375,430.00"
DONOVANS IRISH PUB,1655 BOSTON RD,SPRINGFIELD,"$397,829.50"
PASCO ROAD CONVENIENCE,265 PASCO ROAD,SPRINGFIELD,"$408,930.25"
FETTES PACKAGE STORE,576 PAGE BLVD,SPRINGFIELD,"$411,009.50"
LIQUORS 44,1522 BOSTON ROAD,SPRINGFIELD,"$419,677.00"
ONE STOP LIQUOR,145 BOSTON RD,SPRINGFIELD,"$430,327.25"
CHRISTOPHER'S SPORTS TAVERN,360 COOLEY ST,SPRINGFIELD,"$432,814.75"
JAYS FOOD MART,823 BELMONT AVENUE,SPRINGFIELD,"$459,292.00"
PLUS ONE CONVENIENCE,907A CAREW ST,SPRINGFIELD,"$465,306.50"
